Gene,Annotation,Presence_pattern,Functional_category,M5_locus,M6_locus,M8_locus,I6_locus,In_novel_region
group_2519,ABC transporter permease subunit,core,transport,NKFIDM_04582,KMIGAE_04582,ILIHOP_04582,cds-WP_036621016.1,no
group_2518,Cupin domain protein,core,other,NKFIDM_04566,KMIGAE_04566,ILIHOP_04566,cds-WP_036621043.1,no
kduI,5-dehydro-4-deoxy-D-glucuronate isomerase,core,metabolism_enzyme,NKFIDM_04501,KMIGAE_04501,ILIHOP_04501,cds-WP_155619942.1,no
cdiA,tRNA nuclease CdiA C-terminal domain-containing protein,core,ribosomal_translation,NKFIDM_03519,KMIGAE_03519,ILIHOP_03519,cds-WP_240751815.1,no
group_2517,FAD binding domain in molybdopterin dehydrogenase family protein,core,metabolism_enzyme,NKFIDM_03281,KMIGAE_03281,ILIHOP_03281,cds-WP_155619379.1,no
araQ,L-arabinose transport system permease protein AraQ,core,transport,NKFIDM_02904,KMIGAE_02904,ILIHOP_02904,cds-WP_240751698.1,no
ycjP,Inner membrane ABC transporter permease protein YcjP,core,transport,NKFIDM_02895,KMIGAE_02895,ILIHOP_02895,cds-WP_036623573.1,no
group_2516,ABC transporter permease subunit,core,transport,NKFIDM_02039,KMIGAE_02039,ILIHOP_02039,cds-WP_036624349.1,no
group_2515,ABC transporter family protein,core,transport,NKFIDM_01692,KMIGAE_01692,ILIHOP_01692,cds-WP_051985639.1,no
group_2514,putative membrane transporter protein,core,transport,NKFIDM_00710,KMIGAE_00710,ILIHOP_00710,cds-WP_196427616.1,no
group_2513,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_00560,KMIGAE_00560,ILIHOP_00560,cds-WP_155620730.1,no
group_2512,ABC transporter permease subunit,core,transport,NKFIDM_00196,KMIGAE_00196,ILIHOP_00196,cds-WP_051985798.1,no
purR,pur operon repressor,core,other,NKFIDM_00056,KMIGAE_00056,ILIHOP_00056,cds-WP_036618135.1,no
group_2511,DUF2179 domain-containing protein,core,hypothetical_DUF,NKFIDM_05473,KMIGAE_05473,ILIHOP_05473,cds-WP_051985263.1,no
group_2510,DUF2785 domain-containing protein,core,hypothetical_DUF,NKFIDM_05159,KMIGAE_05159,ILIHOP_05159,cds-WP_036620265.1,no
group_2509,44'-diaponeurosporenoate glycosyltransferase,core,sporulation,NKFIDM_05129,KMIGAE_05129,ILIHOP_05129,cds-WP_124333097.1,no
group_2507,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_04492,KMIGAE_04492,ILIHOP_04492,cds-WP_172531687.1,no
group_2506,Lipoprotein,core,other,NKFIDM_04241,KMIGAE_04241,ILIHOP_04241,cds-WP_036621554.1,no
dapF,diaminopimelate epimerase,core,metabolism_enzyme,NKFIDM_04221,KMIGAE_04221,ILIHOP_04221,cds-WP_036621596.1,no
group_2505,ATP-binding cassette domain-containing protein,core,other,NKFIDM_03338,KMIGAE_03338,ILIHOP_03338,cds-WP_051985434.1,no
group_2504,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_02652,KMIGAE_02652,ILIHOP_02652,cds-WP_036628346.1,no
trbL,Conjugal transfer protein TrbL,core,conjugation_ICE,NKFIDM_02577,KMIGAE_02577,ILIHOP_02577,cds-WP_036624168.1,no
group_2503,Putative binding-protein-dependent transport systems inner membrane component,core,other,NKFIDM_01832,KMIGAE_01832,ILIHOP_01832,cds-WP_213509813.1,no
group_2501,BglG family transcription antiterminator LicT,core,other,NKFIDM_00850,KMIGAE_00850,ILIHOP_00850,cds-WP_036626352.1,no
group_2500,ABC transporter permease subunit,core,transport,NKFIDM_00488,KMIGAE_00488,ILIHOP_00488,cds-WP_036626744.1,no
group_2499,DUF5050 domain-containing protein,core,hypothetical_DUF,NKFIDM_00475,KMIGAE_00475,ILIHOP_00475,cds-WP_036626771.1,no
group_2497,DUF2179 domain-containing protein,core,hypothetical_DUF,NKFIDM_00305,KMIGAE_00305,ILIHOP_00305,cds-WP_124333603.1,no
folP,dihydropteroate synthase,core,metabolism_enzyme,NKFIDM_00097,KMIGAE_00097,ILIHOP_00097,cds-WP_036618071.1,no
group_2496,Acetylglutamate kinase,core,metabolism_enzyme,NKFIDM_05882,KMIGAE_05882,ILIHOP_05882,cds-WP_240752133.1,no
trpC,indole-3-glycerol phosphate synthase TrpC,core,metabolism_enzyme,NKFIDM_03992,KMIGAE_03992,ILIHOP_03992,cds-WP_155620383.1,no
group_2495,14-dihydroxy-6-naphtoate synthase,core,metabolism_enzyme,NKFIDM_03614,KMIGAE_03614,ILIHOP_03614,cds-WP_036622558.1,no
group_2494,Amidohydrolase family protein,core,metabolism_enzyme,NKFIDM_03487,KMIGAE_03487,ILIHOP_03487,cds-WP_036622668.1,no
group_2493,ABC transporter permease subunit,core,transport,NKFIDM_01606,KMIGAE_01606,ILIHOP_01606,cds-WP_124331776.1,no
group_2492,TIM barrel protein,core,other,NKFIDM_01365,KMIGAE_01365,ILIHOP_01365,cds-WP_036625575.1,no
group_2491,ABC transporter permease subunit,core,transport,NKFIDM_01279,KMIGAE_01279,ILIHOP_01279,cds-WP_063836329.1,no
group_2489,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_00016,KMIGAE_00016,ILIHOP_00016,cds-WP_240752253.1,no
group_2487,AraC family transcriptional regulator,core,regulatory,NKFIDM_06290,KMIGAE_06290,ILIHOP_06290,cds-WP_276323202.1,no
group_2485,Stage 0 sporulation protein J,core,sporulation,NKFIDM_06684,KMIGAE_06684,ILIHOP_06684,cds-WP_036618233.1,no
group_2484,ABC transporter permease subunit,core,transport,NKFIDM_06298,KMIGAE_06298,ILIHOP_06298,cds-WP_036618941.1,no
orfB,Transposase IS605 OrfB family,core,IS_transposase,NKFIDM_06158,KMIGAE_06158,ILIHOP_06158,3_refound_130_pseudo,no
group_2481,ABC transporter permease subunit,core,transport,NKFIDM_04077,KMIGAE_04077,ILIHOP_04077,cds-WP_124332639.1,no
group_2480,NADP-dependent oxidoreductase domain-containing protein,core,metabolism_enzyme,NKFIDM_03653,KMIGAE_03653,ILIHOP_03653,cds-WP_036622499.1,no
group_2479,DUF4367 domain-containing protein,core,hypothetical_DUF,NKFIDM_03527,KMIGAE_03527,ILIHOP_03527,cds-WP_124331993.1,no
group_2478,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_03465,KMIGAE_03465,ILIHOP_03465,cds-WP_124332016.1,no
group_2477,DNA-binding protein,core,regulatory,NKFIDM_02549,KMIGAE_02549,ILIHOP_02549,cds-WP_240751627.1,no
group_2476,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_02241,KMIGAE_02241,ILIHOP_02241,cds-WP_036624093.1,no
group_2475,glutamate-1-semialdehyde 21-aminomutase,core,metabolism_enzyme,NKFIDM_01899,KMIGAE_01899,ILIHOP_01899,3_refound_41,no
group_2474,Glycine betaine transport system permease protein opuAB,core,transport,NKFIDM_01584,KMIGAE_01584,ILIHOP_01584,cds-WP_155620563.1,no
group_2473,ABC transporter permease subunit,core,transport,NKFIDM_01473,KMIGAE_01473,ILIHOP_01473,cds-WP_036625421.1,no
cmr6,type III-B CRISPR module RAMP protein Cmr6,core,CRISPR,NKFIDM_00813,KMIGAE_00813,ILIHOP_00813,cds-WP_051985718.1,no
group_2472,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_00534,KMIGAE_00534,ILIHOP_00534,cds-WP_036628923.1,no
group_2471,Bacterial regulatory helix-turn-helix lysR family protein,core,regulatory,NKFIDM_06482,KMIGAE_06482,ILIHOP_06482,cds-WP_240752229.1,no
group_2470,Formate/nitrite transporter,core,transport,NKFIDM_06133,KMIGAE_06133,ILIHOP_06133,cds-WP_124332442.1,no
glcT,glucose PTS transporter transcription antiterminator GlcT,core,transport,NKFIDM_04827,KMIGAE_04827,ILIHOP_04827,cds-WP_240752008.1,no
group_2469,SpoIIIAH-like family protein,core,other,NKFIDM_04125,KMIGAE_04125,ILIHOP_04125,cds-WP_124333688.1,no
erm,23S ribosomal RNA methyltransferase Erm,core,metabolism_enzyme,NKFIDM_03154,KMIGAE_03154,ILIHOP_03154,cds-WP_036623056.1,no
group_2468,CobQ/CobB/MinD/ParA nucleotide binding domain protein,core,other,NKFIDM_02571,KMIGAE_02571,ILIHOP_02571,cds-WP_051985568.1,no
group_2467,HAD-IIB family hydrolase,core,metabolism_enzyme,NKFIDM_02383,KMIGAE_02383,ILIHOP_02383,cds-WP_036623983.1,no
group_2466,ABC transporter permease subunit,core,transport,NKFIDM_01676,KMIGAE_01676,ILIHOP_01676,cds-WP_036625054.1,no
group_2465,SDR family NAD(P)-dependent oxidoreductase,core,metabolism_enzyme,NKFIDM_01238,KMIGAE_01238,ILIHOP_01238,cds-WP_036625729.1,no
group_2463,ATP-binding cassette domain-containing protein,core,other,NKFIDM_00843,KMIGAE_00843,ILIHOP_00843,cds-WP_036626360.1,no
group_2462,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_00644,KMIGAE_00644,ILIHOP_00644,cds-WP_155620940.1,no
group_2461,ATP-binding cassette domain-containing protein,core,other,NKFIDM_05564,KMIGAE_05564,ILIHOP_05564,cds-WP_124333456.1,no
group_2459,ABC transporter family protein,core,transport,NKFIDM_04297,KMIGAE_04297,ILIHOP_04297,cds-WP_124333003.1,no
licT,BglG family transcription antiterminator LicT,core,other,NKFIDM_04197,KMIGAE_04197,ILIHOP_04197,cds-WP_036621620.1,no
thiM,hydroxyethylthiazole kinase,core,metabolism_enzyme,NKFIDM_03983,KMIGAE_03983,ILIHOP_03983,cds-WP_036621951.1,no
modA,molybdate ABC transporter substrate-binding protein,core,transport,NKFIDM_02763,KMIGAE_02763,ILIHOP_02763,cds-WP_124332919.1,no
group_2458,Transketolase,core,other,NKFIDM_02618,KMIGAE_02618,ILIHOP_02618,cds-WP_036623890.1,no
group_2457,NLPA lipofamily protein,core,other,NKFIDM_02279,KMIGAE_02279,ILIHOP_02279,cds-WP_124331541.1,no
group_2456,DegV family EDD domain-containing protein,core,other,NKFIDM_01864,KMIGAE_01864,ILIHOP_01864,cds-WP_036624788.1,no
group_2455,Xylose isomerase-like TIM barrel family protein,core,metabolism_enzyme,NKFIDM_01406,KMIGAE_01406,ILIHOP_01406,cds-WP_155619987.1,no
group_2454,FR47-like family protein,core,other,NKFIDM_01318,KMIGAE_01318,ILIHOP_01318,cds-WP_036625616.1,no
group_2453,WYL domain protein,core,other,NKFIDM_00429,KMIGAE_00429,ILIHOP_00429,cds-WP_036626845.1,no
group_2449,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_05837,KMIGAE_05837,ILIHOP_05837,cds-WP_036619424.1,no
pgeF,peptidoglycan editing factor PgeF,core,cell_envelope_motility,NKFIDM_04318,KMIGAE_04318,ILIHOP_04318,cds-WP_124333009.1,no
group_2447,Helix-turn-helix domain protein,core,other,NKFIDM_03905,KMIGAE_03905,ILIHOP_03905,cds-WP_036622090.1,no
group_2446,Deoxyribonuclease IV,core,other,NKFIDM_03103,KMIGAE_03103,ILIHOP_03103,cds-WP_240751751.1,no
group_2445,DUF4316 domain-containing protein,core,hypothetical_DUF,NKFIDM_02582,KMIGAE_02582,ILIHOP_02582,cds-WP_240751646.1,no
group_2444,Xylose isomerase-like TIM barrel family protein,core,metabolism_enzyme,NKFIDM_02258,KMIGAE_02258,ILIHOP_02258,cds-WP_240751544.1,no
group_2443,DUF92 domain-containing protein,core,hypothetical_DUF,NKFIDM_02094,KMIGAE_02094,ILIHOP_02094,cds-WP_155621182.1,no
group_2442,Transketolase N-terminal domain-containing protein,core,other,NKFIDM_01739,KMIGAE_01739,ILIHOP_01739,cds-WP_155620530.1,no
group_2441,Cof-type HAD-IIB family hydrolase,core,metabolism_enzyme,NKFIDM_01617,KMIGAE_01617,ILIHOP_01617,cds-WP_240752477.1,no
group_2440,PTS system mannose/fructose/sorbose IID component family protein,core,other,NKFIDM_01427,KMIGAE_01427,ILIHOP_01427,cds-WP_036625490.1,no
group_2439,Copper amine oxidase-like N-terminal domain-containing protein,core,other,NKFIDM_00463,KMIGAE_00463,ILIHOP_00463,cds-WP_124333394.1,no
potB,Spermidine/putrescine ABC transporter permease protein PotB,core,transport,NKFIDM_00240,KMIGAE_00240,ILIHOP_00240,cds-WP_036627098.1,no
group_2437,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_06619,KMIGAE_06619,ILIHOP_06619,cds-WP_051985157.1,no
group_2436,SDR family NAD(P)-dependent oxidoreductase,core,metabolism_enzyme,NKFIDM_06228,KMIGAE_06228,ILIHOP_06228,cds-WP_036619056.1,no
group_2435,IstB-like ATP binding family protein,core,other,NKFIDM_05650,KMIGAE_05650,ILIHOP_05650,cds-WP_240751936.1,no
group_2434,ABC transporter permease subunit,core,transport,NKFIDM_05212,KMIGAE_05212,ILIHOP_05212,cds-WP_036620182.1,no
group_2433,Peptidase M50 family protein,core,metabolism_enzyme,NKFIDM_05019,KMIGAE_05019,ILIHOP_05019,cds-WP_036620511.1,no
group_2432,NAD-dependent epimerase/dehydratase family protein,core,metabolism_enzyme,NKFIDM_04057,KMIGAE_04057,ILIHOP_04057,cds-WP_124332646.1,no
sleB,spore cortex-lytic enzyme,core,sporulation,NKFIDM_03726,KMIGAE_03726,ILIHOP_03726,cds-WP_036622368.1,no
group_2431,Bacterial extracellular solute-binding s 3 family protein,core,other,NKFIDM_03155,KMIGAE_03155,ILIHOP_03155,cds-WP_036623055.1,no
group_2430,Aminoglycoside 6-adenylyltransferase,core,metabolism_enzyme,NKFIDM_03030,KMIGAE_03030,ILIHOP_03030,cds-WP_036623211.1,no
group_2429,Helix-turn-helix domain protein,core,other,NKFIDM_02987,KMIGAE_02987,ILIHOP_02987,cds-WP_036623278.1,no
group_2428,Helix-turn-helix domain protein,core,other,NKFIDM_02444,KMIGAE_02444,ILIHOP_02444,cds-WP_036623942.1,no
group_2427,ATP-binding cassette domain-containing protein,core,other,NKFIDM_02227,KMIGAE_02227,ILIHOP_02227,cds-WP_051985555.1,no
group_2426,DegV family EDD domain-containing protein,core,other,NKFIDM_01863,KMIGAE_01863,ILIHOP_01863,cds-WP_036624791.1,no
group_2425,SPFH domain / Band 7 family protein,core,other,NKFIDM_00677,KMIGAE_00677,ILIHOP_00677,cds-WP_036626508.1,no
group_2424,class II fructose-16-bisphosphate aldolase,core,metabolism_enzyme,NKFIDM_00143,KMIGAE_00143,ILIHOP_00143,cds-WP_036618005.1,no
ispE,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,core,metabolism_enzyme,NKFIDM_00055,KMIGAE_00055,ILIHOP_00055,cds-WP_036618136.1,no
nit1,CN hydrolase domain-containing protein,core,metabolism_enzyme,NKFIDM_06503,KMIGAE_06503,ILIHOP_06503,cds-WP_036618541.1,no
group_2422,ABC transporter permease subunit,core,transport,NKFIDM_05755,KMIGAE_05755,ILIHOP_05755,cds-WP_036619506.1,no
folD,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD,core,regulatory,NKFIDM_04118,KMIGAE_04118,ILIHOP_04118,cds-WP_240751860.1,no
group_2420,AraC family transcriptional regulator,core,regulatory,NKFIDM_02440,KMIGAE_02440,ILIHOP_02440,cds-WP_036623946.1,no
group_2419,ABC transporter permease subunit,core,transport,NKFIDM_02361,KMIGAE_02361,ILIHOP_02361,cds-WP_051985540.1,no
group_2418,TIGR03943 family putative permease subunit,core,transport,NKFIDM_01710,KMIGAE_01710,ILIHOP_01710,cds-WP_155620501.1,no
tsaB,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex dimerization subunit type 1 TsaB,core,ribosomal_translation,NKFIDM_01548,KMIGAE_01548,ILIHOP_01548,cds-WP_036625279.1,no
group_2417,ABC transporter permease subunit,core,transport,NKFIDM_01504,KMIGAE_01504,ILIHOP_01504,cds-WP_036625370.1,no
group_2416,hypothetical protein,core,hypothetical_DUF,NKFIDM_01218,KMIGAE_01218,ILIHOP_01218,cds-WP_124331886.1,no
yofA,HTH-type transcriptional regulator yofA,core,regulatory,NKFIDM_00292,KMIGAE_00292,ILIHOP_00292,cds-WP_124333700.1,no
group_2415,Sugar ABC transporter ATP-binding protein,core,transport,NKFIDM_00237,KMIGAE_00237,ILIHOP_00237,cds-WP_124333553.1,no
group_2414,Acetyltransferase domain protein,core,metabolism_enzyme,NKFIDM_06204,KMIGAE_06204,ILIHOP_06204,cds-WP_036619079.1,no
atpG,ATP synthase F1 subunit gamma,core,metabolism_enzyme,NKFIDM_05986,KMIGAE_05986,ILIHOP_05986,cds-WP_036619234.1,no
group_2413,Helix-turn-helix domain protein,core,other,NKFIDM_05487,KMIGAE_05487,ILIHOP_05487,cds-WP_051985258.1,no
group_2412,DUF421 domain-containing protein,core,hypothetical_DUF,NKFIDM_03704,KMIGAE_03704,ILIHOP_03704,cds-WP_036622408.1,no
group_2410,DUF2179 domain-containing protein,core,hypothetical_DUF,NKFIDM_03410,KMIGAE_03410,ILIHOP_03410,cds-WP_036622786.1,no
group_2409,ABC transporter permease subunit,core,transport,NKFIDM_02822,KMIGAE_02822,ILIHOP_02822,cds-WP_036623691.1,no
proC,pyrroline-5-carboxylate reductase,core,metabolism_enzyme,NKFIDM_02725,KMIGAE_02725,ILIHOP_02725,cds-WP_036623784.1,no
group_2408,class II fructose-16-bisphosphate aldolase,core,metabolism_enzyme,NKFIDM_01931,KMIGAE_01931,ILIHOP_01931,cds-WP_124331651.1,no
cysW,sulfate ABC transporter permease subunit CysW,core,transport,NKFIDM_00706,KMIGAE_00706,ILIHOP_00706,cds-WP_240752341.1,no
group_2406,Sigma-70 family RNA polymerase sigma factor,core,regulatory,NKFIDM_00294,KMIGAE_00294,ILIHOP_00294,cds-WP_240752274.1,no
group_2405,GNAT family N-acetyltransferase,core,metabolism_enzyme,NKFIDM_01512,KMIGAE_01512,ILIHOP_01512,cds-WP_124331806.1,no
group_2404,DUF817 domain-containing protein,core,hypothetical_DUF,NKFIDM_06521,KMIGAE_06521,ILIHOP_06521,cds-WP_051985170.1,no
group_2403,ABC transporter ATP-binding protein,core,transport,NKFIDM_06136,KMIGAE_06136,ILIHOP_06136,cds-WP_036619164.1,no
group_2401,ABC transporter permease,core,transport,NKFIDM_05565,KMIGAE_05565,ILIHOP_05565,cds-WP_036619690.1,no
group_2400,glucose-1-phosphate thymidylyltransferase RfbA,core,metabolism_enzyme,NKFIDM_04450,KMIGAE_04450,ILIHOP_04450,cds-WP_036621207.1,no
group_2399,histidine kinase,core,metabolism_enzyme,NKFIDM_03663,KMIGAE_03663,ILIHOP_03663,cds-WP_036622484.1,no
group_2397,hypothetical protein,core,hypothetical_DUF,NKFIDM_03108,KMIGAE_03108,ILIHOP_03108,cds-WP_036623116.1,no
group_2396,ABC transporter family protein,core,transport,NKFIDM_03045,KMIGAE_03045,ILIHOP_03045,cds-WP_036623202.1,no
group_2395,SIS domain protein,core,other,NKFIDM_02819,KMIGAE_02819,ILIHOP_02819,cds-WP_036623697.1,no
group_2394,S-adenosylmethionine-dependent methyltransferase domain-containing protein,core,metabolism_enzyme,NKFIDM_02806,KMIGAE_02806,ILIHOP_02806,cds-WP_124332934.1,no
ant6,aminoglycoside 6-nucleotidyltransferase,core,metabolism_enzyme,NKFIDM_01969,KMIGAE_01969,ILIHOP_01969,cds-WP_240752541.1,no
group_2392,3-beta hydroxysteroid dehydrogenase/isomerase family protein,core,metabolism_enzyme,NKFIDM_01402,KMIGAE_01402,ILIHOP_01402,cds-WP_036625535.1,no
group_2391,Lipoprotein,core,other,NKFIDM_01369,KMIGAE_01369,ILIHOP_01369,cds-WP_036625571.1,no
group_2390,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_01002,KMIGAE_01002,ILIHOP_01002,cds-WP_036626041.1,no
group_2389,Chitin-binding protein,core,other,NKFIDM_00771,KMIGAE_00771,ILIHOP_00771,cds-WP_240752357.1,no
group_2388,Cupin domain protein,core,other,NKFIDM_06626,KMIGAE_06626,ILIHOP_06626,cds-WP_036618316.1,no
eutJ,ethanolamine utilization protein EutJ,core,other,NKFIDM_05334,KMIGAE_05334,ILIHOP_05334,cds-WP_230877002.1,no
group_2387,Fructose-bisphosphate aldolase class II,core,metabolism_enzyme,NKFIDM_05224,KMIGAE_05224,ILIHOP_05224,cds-WP_036620166.1,no
tlyA,Hemolysin TlyA family protein,core,other,NKFIDM_04113,KMIGAE_04113,ILIHOP_04113,cds-WP_036621775.1,no
ylqF,ribosome biogenesis GTPase YlqF,core,other,NKFIDM_03823,KMIGAE_03823,ILIHOP_03823,cds-WP_036622202.1,no
group_2386,2-oxoglutarate ferredoxin oxidoreductase subunit beta,core,metabolism_enzyme,NKFIDM_03708,KMIGAE_03708,ILIHOP_03708,cds-WP_155619478.1,no
group_2385,ABC transporter family protein,core,transport,NKFIDM_03671,KMIGAE_03671,ILIHOP_03671,cds-WP_124332755.1,no
group_2384,Cupin domain protein,core,other,NKFIDM_02982,KMIGAE_02982,ILIHOP_02982,cds-WP_036623287.1,no
group_2383,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_02651,KMIGAE_02651,ILIHOP_02651,cds-WP_371861041.1,no
group_2381,Binding--dependent transport system inner membrane component family protein,core,other,NKFIDM_02392,KMIGAE_02392,ILIHOP_02392,cds-WP_036628378.1,no
group_2378,SDR family oxidoreductase,core,metabolism_enzyme,NKFIDM_02017,KMIGAE_02017,ILIHOP_02017,cds-WP_036624377.1,no
group_2377,Xylose isomerase-like TIM barrel family protein,core,metabolism_enzyme,NKFIDM_01943,KMIGAE_01943,ILIHOP_01943,cds-WP_124331648.1,no
rskA,Anti-sigma-K factor rskA family protein,core,regulatory,NKFIDM_01665,KMIGAE_01665,ILIHOP_01665,cds-WP_213510501.1,no
group_2376,ABC transporter permease subunit,core,transport,NKFIDM_01576,KMIGAE_01576,ILIHOP_01576,cds-WP_082207900.1,no
group_2375,ABC transporter permease subunit,core,transport,NKFIDM_00965,KMIGAE_00965,ILIHOP_00965,cds-WP_036626133.1,no
group_2374,hypothetical protein,core,hypothetical_DUF,NKFIDM_00313,KMIGAE_00313,ILIHOP_00313,cds-WP_124333601.1,no
nadC,carboxylating nicotinate-nucleotide diphosphorylase,core,other,NKFIDM_00090,KMIGAE_00090,ILIHOP_00090,cds-WP_036618084.1,no
nifH,nitrogenase iron protein,core,other,NKFIDM_02752,KMIGAE_02752,ILIHOP_02752,cds-WP_373281414.1,no
group_2372,inositol monophosphatase family protein,core,metabolism_enzyme,NKFIDM_00955,KMIGAE_00955,ILIHOP_00955,cds-WP_124333256.1,no
group_2371,SIS domain protein,core,other,NKFIDM_05092,KMIGAE_05092,ILIHOP_05092,cds-WP_036620389.1,no
group_2370,Chorismate dehydratase,core,other,NKFIDM_04002,KMIGAE_04002,ILIHOP_04002,cds-WP_036621928.1,no
group_2369,DUF2179 domain-containing protein,core,hypothetical_DUF,NKFIDM_03965,KMIGAE_03965,ILIHOP_03965,cds-WP_036621975.1,no
group_2368,ABC transporter permease subunit,core,transport,NKFIDM_02864,KMIGAE_02864,ILIHOP_02864,cds-WP_036623632.1,no
group_2366,Inosose isomerase,core,metabolism_enzyme,NKFIDM_01942,KMIGAE_01942,ILIHOP_01942,cds-WP_124331649.1,no
frlD,Fructosamine kinase frlD,core,metabolism_enzyme,NKFIDM_01914,KMIGAE_01914,ILIHOP_01914,cds-WP_240752526.1,no
